age,workclass,final_weight,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,country
0.2775858284665633,0.5,0.31659811023831924,1.0,0.6,0.0,0.0,0.8,1.0,0.0,0.0,0.0,0.4365225598885293,1.0
0.2775858284665633,0.5,0.3580913405401252,0.5714285714285714,0.8,0.5,0.6153846153846154,0.2,1.0,0.0,0.0,0.0,0.39568520344449004,1.0
0.23140725485348712,0.5,0.3958083371708064,0.42857142857142855,0.7333333333333334,0.16666666666666666,0.8461538461538463,0.0,1.0,1.0,0.0,0.0,0.39568520344449004,1.0
0.5972820392916156,0.5,0.28189141290923336,0.21428571428571427,0.13333333333333336,0.16666666666666666,1.0,0.0,0.6666666666666666,1.0,0.0,1.0,0.39568520344449004,1.0
0.584094138675086,0.5,0.311758159017343,0.07142857142857142,0.4,0.0,1.0,0.2,1.0,1.0,0.0,1.0,0.7639976418360542,1.0
0.3204630164547928,0.5,0.34513109085392174,0.5714285714285714,0.8,0.16666666666666666,0.6153846153846154,0.6000000000000001,1.0,1.0,0.0,0.0,0.7537469481607793,1.0
0.542696668634338,0.16666666666666666,0.3674769712709343,0.7142857142857142,0.5333333333333333,0.8333333333333333,0.5384615384615385,0.2,0.3333333333333333,0.0,0.0,0.0,0.6001077396155146,0.3333333333333333
0.4159058613249136,0.5,0.24614332751368984,1.0,0.6,0.0,0.0,0.2,1.0,0.0,0.0,0.0,0.4978257424181498,1.0
0.7567106672947919,0.16666666666666666,0.21774740182735142,0.5,0.6666666666666666,0.0,0.6153846153846154,0.8,1.0,1.0,0.0,0.0,0.39568520344449004,1.0
0.06673819770075173,0.5,0.2202280891829726,1.0,0.6,0.5,0.0,0.6000000000000001,1.0,0.0,0.0,0.0,0.39568520344449004,1.0
0.12679080730942394,0.5,0.3460575518908356,0.42857142857142855,0.7333333333333334,0.5,0.0,0.6000000000000001,1.0,0.0,0.0,0.0,0.07040418417125452,1.0
0.3604795300203616,0.5,0.31067764951750854,0.7857142857142857,0.8666666666666667,0.5,0.6153846153846154,0.2,1.0,0.0,0.0,0.0,0.45695093758888794,1.0
0.6822759366318971,0.5,0.2496833483319545,0.7857142857142857,0.8666666666666667,0.16666666666666666,0.15384615384615385,0.0,1.0,1.0,0.0,0.0,0.44673597008853905,1.0
0.4332991175179468,0.3333333333333333,0.3678257001022695,0.7142857142857142,0.5333333333333333,0.16666666666666666,0.46153846153846156,0.4,1.0,0.0,0.0,0.0,0.24282164213701626,1.0
0.6591951940301217,0.16666666666666666,0.2895840253873256,0.7857142857142857,0.8666666666666667,0.0,0.15384615384615385,0.2,1.0,0.0,0.0,0.0,0.39568520344449004,1.0
0.3604795300203616,0.0,0.34834252117589504,0.5714285714285714,0.8,0.0,0.6923076923076923,0.2,1.0,1.0,0.0,0.0,0.4978257424181498,1.0
0.46664243544007755,0.5,0.30264763717874715,1.0,0.6,0.16666666666666666,0.07692307692307693,0.0,1.0,1.0,0.0,0.0,0.5182716941664637,1.0
0.3204630164547928,0.5,0.19585324027280843,0.6428571428571428,1.0,0.16666666666666666,0.6153846153846154,0.0,0.0,1.0,0.0,0.0,0.6001077396155146,0.6666666666666666
0.8318117226498276,0.3333333333333333,0.24203761573512572,0.7142857142857142,0.5333333333333333,0.16666666666666666,0.46153846153846156,0.0,1.0,1.0,1.0,0.0,0.14124662200722324,1.0
0.2069130243810613,0.5,0.31578068016011657,0.7142857142857142,0.5333333333333333,0.16666666666666666,0.07692307692307693,0.0,1.0,1.0,0.0,0.0,0.39568520344449004,1.0
0.5972820392916156,0.5,0.4065969233072902,0.07142857142857142,0.4,0.8333333333333333,0.38461538461538464,0.2,1.0,0.0,0.0,0.0,0.39568520344449004,1.0
0.6822759366318971,0.5,0.2545839777485651,1.0,0.6,0.16666666666666666,0.07692307692307693,0.0,0.3333333333333333,1.0,1.0,0.0,0.39568520344449004,1.0
0.6934916897914771,0.5,0.5241799910426339,1.0,0.6,0.16666666666666666,0.6153846153846154,0.0,1.0,1.0,0.0,0.0,0.39568520344449004,1.0
0.12679080730942394,0.5,0.45208761430515804,1.0,0.6,0.5,0.07692307692307693,0.2,1.0,1.0,0.0,0.0,0.5489507089370791,1.0
0.7153131972540439,0.5,0.3856941472308955,0.6428571428571428,1.0,0.16666666666666666,0.6153846153846154,0.0,1.0,1.0,0.0,0.0,0.4978257424181498,1.0
0.4332991175179468,0.8333333333333333,0.21175949748154232,0.8571428571428571,0.9333333333333333,0.16666666666666666,0.6153846153846154,0.0,1.0,1.0,0.0,0.0,0.651294217787549,1.0
0.5972820392916156,0.5,0.3611968243148855,1.0,0.6,0.16666666666666666,0.0,0.0,1.0,1.0,0.0,0.0,0.39568520344449004,1.0
0.450202357086269,0.8333333333333333,0.08827781536711729,1.0,0.6,0.0,0.8461538461538463,0.8,1.0,0.0,0.0,0.0,0.3446781862177616,1.0
0.09751547326467014,0.5,0.3094566649281091,1.0,0.6,0.5,0.23076923076923078,0.6000000000000001,1.0,0.0,0.0,0.0,0.39568520344449004,1.0
0.3204630164547928,0.5,0.3340832990354864,0.7142857142857142,0.5333333333333333,0.5,0.3076923076923077,0.2,1.0,1.0,0.0,1.0,0.39568520344449004,1.0
0.46664243544007755,0.5,0.3006615750751797,1.0,0.6,0.0,0.9230769230769231,0.2,0.6666666666666666,0.0,0.0,0.0,0.39568520344449004,1.0
0.0,0.5,0.3232344898643336,0.07142857142857142,0.4,0.5,0.3076923076923077,0.6000000000000001,1.0,1.0,0.0,0.0,0.1513876279259551,1.0
0.3795295530007672,0.5,0.30767027974342426,0.7142857142857142,0.5333333333333333,0.0,0.38461538461538464,0.2,1.0,0.0,0.0,0.0,0.3752768418959972,1.0
0.1813761779667018,0.5,0.4499962831634951,0.7142857142857142,0.5333333333333333,0.5,0.15384615384615385,0.2,1.0,1.0,0.0,0.0,0.39568520344449004,1.0
0.584094138675086,0.6666666666666666,0.3326162818031358,0.7857142857142857,0.8666666666666667,0.0,0.8461538461538463,0.8,1.0,0.0,1.0,0.0,0.416100550414061,1.0
0.2549406759555042,0.5,0.3543988346021883,0.7142857142857142,0.5333333333333333,0.5,0.38461538461538464,0.2,1.0,1.0,0.0,0.0,0.39568520344449004,1.0
0.3604795300203616,0.5,0.3179944367246471,0.7142857142857142,0.5333333333333333,0.0,0.5384615384615385,0.8,1.0,0.0,0.0,0.0,1.0,1.0
0.9217796080502056,0.5,0.2520650957341997,1.0,0.6,0.16666666666666666,0.6153846153846154,0.4,1.0,1.0,0.0,0.0,0.1919913231774638,1.0
0.635190980182406,0.5,0.3252867915961778,0.7142857142857142,0.5333333333333333,0.0,0.5384615384615385,0.2,1.0,0.0,0.0,0.0,0.39568520344449004,1.0
0.542696668634338,0.5,0.08784877750549322,0.5714285714285714,0.8,0.16666666666666666,0.8461538461538463,0.0,1.0,1.0,0.0,0.0,0.39568520344449004,1.0
0.8229222960072868,0.5,0.2075124726416201,0.7857142857142857,0.8666666666666667,0.16666666666666666,0.8461538461538463,0.0,1.0,1.0,0.0,0.0,0.29372098597447327,1.0
0.4332991175179468,0.5,0.3303086462611175,0.6428571428571428,1.0,0.16666666666666666,0.15384615384615385,0.0,1.0,1.0,0.0,0.0,0.44673597008853905,1.0
0.5706098560700115,0.5,0.4546917216738157,0.5714285714285714,0.8,0.0,0.15384615384615385,0.8,1.0,1.0,0.0,1.0,0.4978257424181498,1.0
0.3604795300203616,0.5,0.3372325176014607,0.7142857142857142,0.5333333333333333,0.16666666666666666,0.3076923076923077,0.0,1.0,1.0,0.0,0.0,0.39568520344449004,1.0
0.46664243544007755,0.16666666666666666,0.22055398674603433,0.5714285714285714,0.8,0.0,0.6153846153846154,0.8,1.0,0.0,0.0,0.0,0.5489507089370791,1.0
0.15470399474509788,1.0,0.5607824305451887,0.42857142857142855,0.7333333333333334,0.5,0.0,0.2,1.0,1.0,0.0,0.0,0.39568520344449004,1.0
